Gene	Tissue	Gene name	Cluster	Cell type	Read count	pTPM
9606.ENSP00000398632	lung	CD44	c-1	respiratory ciliated cells	8320942.0	19.7
9606.ENSP00000398632	mouth					
9606.ENSP00000398632	skin	CD44	c-0	langerhans cells	6478719.0	1358.4
9606.ENSP00000398632	skin	CD44	c-1	fibroblasts	4996709.0	1166.0
9606.ENSP00000398632	skin	CD44	c-7	t-cells	2726851.0	961.2
9606.ENSP00000398632	skin	CD44	c-10	smooth muscle cells	874801.0	928.2
9606.ENSP00000398632	skin	CD44	c-5	basal keratinocytes	9562322.0	784.3
9606.ENSP00000398632	skin	CD44	c-6	suprabasal keratinocytes	9007898.0	721.4
9606.ENSP00000398632	skin	CD44	c-13	melanocytes	558734.0	608.5
9606.ENSP00000398632	skin	CD44	c-4	endothelial cells	6948365.0	212.4
9606.ENSP00000398632	urogenital system					
9606.ENSP00000398930	brain	SGCE	c-42	oligodendrocyte precursor cells	1265946.0	209.3
9606.ENSP00000398930	brain	SGCE	c-37	oligodendrocytes	2228281.0	177.3
9606.ENSP00000398930	brain	SGCE	c-44	excitatory neurons	1529825.0	136.0
9606.ENSP00000398930	brain	SGCE	c-35	astrocytes	1538564.0	133.2
9606.ENSP00000398930	brain	SGCE	c-23	inhibitory neurons	14893701.0	114.9
9606.ENSP00000398930	brain	SGCE	c-43	microglial cells	390440.0	43.5
9606.ENSP00000399168	blood					
9606.ENSP00000399168	brain	HLA-B	c-43	microglial cells	390440.0	345.8
9606.ENSP00000399168	brain	HLA-B	c-42	oligodendrocyte precursor cells	1265946.0	39.5
9606.ENSP00000399168	brain	HLA-B	c-35	astrocytes	1538564.0	27.9
9606.ENSP00000399168	brain	HLA-B	c-23	inhibitory neurons	14893701.0	21.5
9606.ENSP00000399168	brain	HLA-B	c-20	excitatory neurons	33072787.0	11.6
9606.ENSP00000399168	brain	HLA-B	c-12	oligodendrocytes	8026745.0	6.4
9606.ENSP00000399168	eye	HLA-B	c-13	endothelial cells	747331.0	3404.1
9606.ENSP00000399168	eye	HLA-B	c-6	muller glia cells	4230094.0	445.4
9606.ENSP00000399168	eye	HLA-B	c-10	bipolar cells	484698.0	163.0
9606.ENSP00000399168	eye	HLA-B	c-12	horizontal cells	223503.0	161.1
9606.ENSP00000399168	eye	HLA-B	c-0	rod photoreceptor cells	2040116.0	75.5
9606.ENSP00000399168	eye	HLA-B	c-11	cone photoreceptor cells	181322.0	16.5
9606.ENSP00000399168	gastrointestinal tract					
9606.ENSP00000399168	gastrointestinal tract					
9606.ENSP00000399168	intestine	HLA-B	c-5	proximal enterocytes	3033676.0	6366.5
9606.ENSP00000399168	intestine	HLA-B	c-5	distal enterocytes	3367989.0	4862.5
9606.ENSP00000399168	intestine	HLA-B	c-10	intestinal goblet cells	1688187.0	3362.8
9606.ENSP00000399168	intestine	HLA-B	c-4	distal enterocytes	881948.0	2482.0
9606.ENSP00000399168	intestine	HLA-B	c-11	paneth cells	342270.0	2202.9
9606.ENSP00000399168	intestine	HLA-B	c-3	t-cells	1281402.0	2024.3
9606.ENSP00000399168	intestine	HLA-B	c-9	intestinal goblet cells	2031351.0	2010.5
9606.ENSP00000399168	intestine	HLA-B	c-3	undifferentiated cells	13088246.0	1985.7
9606.ENSP00000399168	intestine	HLA-B	c-11	paneth cells	329372.0	1918.8
9606.ENSP00000399168	intestine	HLA-B	c-12	b-cells	370114.0	1777.8
9606.ENSP00000399168	intestine	HLA-B	c-2	paneth cells	5929594.0	1710.4
9606.ENSP00000399168	intestine	HLA-B	c-1	intestinal goblet cells	1438754.0	1686.2
9606.ENSP00000399168	intestine	HLA-B	c-8	undifferentiated cells	927497.0	1600.0
9606.ENSP00000399168	intestine	HLA-B	c-3	undifferentiated cells	5928643.0	1303.3
9606.ENSP00000399168	intestine	HLA-B	c-11	enteroendocrine cells	348970.0	1215.0
9606.ENSP00000399168	intestine	HLA-B	c-15	granulocytes	49461.0	1172.6
9606.ENSP00000399168	intestine	HLA-B	c-14	enteroendocrine cells	157206.0	1151.4
9606.ENSP00000399168	intestine	HLA-B	c-5	proximal enterocytes	3033676.0	6366.5
9606.ENSP00000399168	intestine	HLA-B	c-5	distal enterocytes	3367989.0	4862.5
9606.ENSP00000399168	intestine	HLA-B	c-10	intestinal goblet cells	1688187.0	3362.8
9606.ENSP00000399168	intestine	HLA-B	c-4	distal enterocytes	881948.0	2482.0
9606.ENSP00000399168	intestine	HLA-B	c-11	paneth cells	342270.0	2202.9
9606.ENSP00000399168	intestine	HLA-B	c-3	t-cells	1281402.0	2024.3
9606.ENSP00000399168	intestine	HLA-B	c-9	intestinal goblet cells	2031351.0	2010.5
9606.ENSP00000399168	intestine	HLA-B	c-3	undifferentiated cells	13088246.0	1985.7
9606.ENSP00000399168	intestine	HLA-B	c-11	paneth cells	329372.0	1918.8
9606.ENSP00000399168	intestine	HLA-B	c-12	b-cells	370114.0	1777.8
9606.ENSP00000399168	intestine	HLA-B	c-2	paneth cells	5929594.0	1710.4
9606.ENSP00000399168	intestine	HLA-B	c-1	intestinal goblet cells	1438754.0	1686.2
9606.ENSP00000399168	intestine	HLA-B	c-8	undifferentiated cells	927497.0	1600.0
9606.ENSP00000399168	intestine	HLA-B	c-3	undifferentiated cells	5928643.0	1303.3
9606.ENSP00000399168	intestine	HLA-B	c-11	enteroendocrine cells	348970.0	1215.0
9606.ENSP00000399168	intestine	HLA-B	c-15	granulocytes	49461.0	1172.6
9606.ENSP00000399168	intestine	HLA-B	c-14	enteroendocrine cells	157206.0	1151.4
9606.ENSP00000399168	kidney	HLA-B	c-7	t-cells	1734364.0	3314.8
9606.ENSP00000399168	kidney	HLA-B	c-9	macrophages	1789589.0	2016.7
9606.ENSP00000399168	kidney	HLA-B	c-13	b-cells	240783.0	1665.4
9606.ENSP00000399168	kidney	HLA-B	c-12	collecting duct cells	369870.0	570.5
9606.ENSP00000399168	kidney	HLA-B	c-8	proximal tubular cells	1883274.0	360.5
9606.ENSP00000399168	kidney	HLA-B	c-11	distal tubular cells	549908.0	63.6
9606.ENSP00000399168	liver	HLA-B	c-15	t-cells	707627.0	4534.9
9606.ENSP00000399168	liver	HLA-B	c-3	kupffer cells	3560013.0	3437.6
9606.ENSP00000399168	liver	HLA-B	c-12	endothelial cells	983671.0	2989.8
9606.ENSP00000399168	liver	HLA-B	c-6	b-cells	3450795.0	2455.4
9606.ENSP00000399168	liver	HLA-B	c-4	hepatic stellate cells	2530769.0	2423.4
9606.ENSP00000399168	liver	HLA-B	c-14	cholangiocytes	598450.0	1615.8
9606.ENSP00000399168	liver	HLA-B	c-5	hepatocytes	2118292.0	476.3
9606.ENSP00000399168	liver	HLA-B	c-16	erythroid cells	636896.0	160.2
9606.ENSP00000399168	liver	HLA-B	c-15	t-cells	707627.0	4534.9
9606.ENSP00000399168	liver	HLA-B	c-3	kupffer cells	3560013.0	3437.6
9606.ENSP00000399168	liver	HLA-B	c-12	endothelial cells	983671.0	2989.8
9606.ENSP00000399168	liver	HLA-B	c-6	b-cells	3450795.0	2455.4
9606.ENSP00000399168	liver	HLA-B	c-4	hepatic stellate cells	2530769.0	2423.4
9606.ENSP00000399168	liver	HLA-B	c-14	cholangiocytes	598450.0	1615.8
9606.ENSP00000399168	liver	HLA-B	c-5	hepatocytes	2118292.0	476.3
9606.ENSP00000399168	liver	HLA-B	c-16	erythroid cells	636896.0	160.2
9606.ENSP00000399168	lung	HLA-B	c-0	macrophages	1636431.0	4526.3
9606.ENSP00000399168	lung	HLA-B	c-9	endothelial cells	192094.0	3972.0
9606.ENSP00000399168	lung	HLA-B	c-3	t-cells	540980.0	3210.8
9606.ENSP00000399168	lung	HLA-B	c-6	alveolar cells type 2	288663.0	1933.0
9606.ENSP00000399168	lung	HLA-B	c-16	club cells	888104.0	1915.3
9606.ENSP00000399168	lung	HLA-B	c-10	alveolar cells type 1	181256.0	1572.4
9606.ENSP00000399168	lung	HLA-B	c-15	ionocytes	378503.0	1466.3
9606.ENSP00000399168	lung	HLA-B	c-10	respiratory ciliated cells	3091119.0	1359.4
9606.ENSP00000399168	lung	HLA-B	c-11	basal respiratory cells	2988336.0	1256.6
9606.ENSP00000399168	lung	HLA-B	c-4	granulocytes	326433.0	879.2
9606.ENSP00000399168	lung	HLA-B	c-8	respiratory ciliated cells	474551.0	849.2
9606.ENSP00000399168	lung	HLA-B	c-7	club cells	594656.0	834.1
9606.ENSP00000399168	lung	HLA-B	c-5	fibroblasts	738761.0	820.3
9606.ENSP00000399168	lung	HLA-B	c-14	smooth muscle cells	862691.0	243.4
9606.ENSP00000399168	lung	HLA-B	c-0	macrophages	1636431.0	4526.3
9606.ENSP00000399168	lung	HLA-B	c-9	endothelial cells	192094.0	3972.0
9606.ENSP00000399168	lung	HLA-B	c-3	t-cells	540980.0	3210.8
9606.ENSP00000399168	lung	HLA-B	c-6	alveolar cells type 2	288663.0	1933.0
9606.ENSP00000399168	lung	HLA-B	c-16	club cells	888104.0	1915.3
9606.ENSP00000399168	lung	HLA-B	c-10	alveolar cells type 1	181256.0	1572.4
9606.ENSP00000399168	lung	HLA-B	c-15	ionocytes	378503.0	1466.3
9606.ENSP00000399168	lung	HLA-B	c-10	respiratory ciliated cells	3091119.0	1359.4
9606.ENSP00000399168	lung	HLA-B	c-11	basal respiratory cells	2988336.0	1256.6
9606.ENSP00000399168	lung	HLA-B	c-4	granulocytes	326433.0	879.2
9606.ENSP00000399168	lung	HLA-B	c-8	respiratory ciliated cells	474551.0	849.2
9606.ENSP00000399168	lung	HLA-B	c-7	club cells	594656.0	834.1
9606.ENSP00000399168	lung	HLA-B	c-5	fibroblasts	738761.0	820.3
9606.ENSP00000399168	lung	HLA-B	c-14	smooth muscle cells	862691.0	243.4
9606.ENSP00000399168	placenta	HLA-B	c-9	hofbauer cells	14611761.0	3457.4
9606.ENSP00000399168	placenta	HLA-B	c-17	endothelial cells	1521168.0	1943.9
9606.ENSP00000399168	placenta	HLA-B	c-15	fibroblasts	3856519.0	1615.2
9606.ENSP00000399168	placenta	HLA-B	c-1	extravillous trophoblasts	57277027.0	160.4
9606.ENSP00000399168	placenta	HLA-B	c-11	cytotrophoblasts	9294964.0	49.6
9606.ENSP00000399168	placenta	HLA-B	c-10	syncytiotrophoblasts	12568358.0	37.2
9606.ENSP00000399168	skin	HLA-B	c-4	endothelial cells	6948365.0	2404.9
9606.ENSP00000399168	skin	HLA-B	c-7	t-cells	2726851.0	2265.6
9606.ENSP00000399168	skin	HLA-B	c-10	smooth muscle cells	874801.0	1934.2
9606.ENSP00000399168	skin	HLA-B	c-0	langerhans cells	6478719.0	1438.9
9606.ENSP00000399168	skin	HLA-B	c-2	fibroblasts	4675092.0	1425.0
9606.ENSP00000399168	skin	HLA-B	c-5	basal keratinocytes	9562322.0	914.7
9606.ENSP00000399168	skin	HLA-B	c-13	melanocytes	558734.0	896.7
9606.ENSP00000399168	skin	HLA-B	c-6	suprabasal keratinocytes	9007898.0	706.9
9606.ENSP00000399168	spleen	HLA-B	c-6	t-cells	590098.0	7812.3
9606.ENSP00000399168	spleen	HLA-B	c-5	macrophages	955802.0	2880.3
9606.ENSP00000399168	spleen	HLA-B	c-0	b-cells	2862754.0	2732.0
9606.ENSP00000399168	spleen	HLA-B	c-3	plasma cells	5492639.0	2371.7
9606.ENSP00000399168	spleen	HLA-B	c-6	t-cells	590098.0	7812.3
9606.ENSP00000399168	spleen	HLA-B	c-5	macrophages	955802.0	2880.3
9606.ENSP00000399168	spleen	HLA-B	c-0	b-cells	2862754.0	2732.0
9606.ENSP00000399168	spleen	HLA-B	c-3	plasma cells	5492639.0	2371.7
9606.ENSP00000399168	urogenital system					
9606.ENSP00000399229	brain	MXRA8	c-43	microglial cells	390440.0	17.9
9606.ENSP00000399229	brain	MXRA8	c-35	astrocytes	1538564.0	14.9
9606.ENSP00000399229	brain	MXRA8	c-38	inhibitory neurons	6521624.0	1.7
9606.ENSP00000399229	brain	MXRA8	c-40	excitatory neurons	6366520.0	1.1
9606.ENSP00000399229	brain	MXRA8	c-12	oligodendrocytes	8026745.0	0.1
9606.ENSP00000399229	kidney	MXRA8	c-12	collecting duct cells	369870.0	13.5
9606.ENSP00000399229	kidney	MXRA8	c-8	proximal tubular cells	1883274.0	2.7
9606.ENSP00000399229	skin	MXRA8	c-9	fibroblasts	1766992.0	293.7
9606.ENSP00000399229	skin	MXRA8	c-10	smooth muscle cells	874801.0	42.3
9606.ENSP00000399229	skin	MXRA8	c-0	langerhans cells	6478719.0	13.1
9606.ENSP00000399229	skin	MXRA8	c-7	t-cells	2726851.0	11.7
9606.ENSP00000399229	skin	MXRA8	c-4	endothelial cells	6948365.0	10.9
9606.ENSP00000399229	skin	MXRA8	c-13	melanocytes	558734.0	10.7
9606.ENSP00000399229	skin	MXRA8	c-5	basal keratinocytes	9562322.0	8.4
9606.ENSP00000399229	skin	MXRA8	c-6	suprabasal keratinocytes	9007898.0	7.4
9606.ENSP00000399403	brain	KLC2	c-29	excitatory neurons	16327339.0	42.7
9606.ENSP00000399403	brain	KLC2	c-8	inhibitory neurons	58348022.0	33.5
9606.ENSP00000399403	brain	KLC2	c-35	astrocytes	1538564.0	17.5
9606.ENSP00000399403	brain	KLC2	c-43	microglial cells	390440.0	15.4
9606.ENSP00000399403	brain	KLC2	c-37	oligodendrocytes	2228281.0	11.2
9606.ENSP00000399403	brain	KLC2	c-42	oligodendrocyte precursor cells	1265946.0	6.3
9606.ENSP00000399421	heart	CD36	c-5	endothelial cells	21521186.0	1335.7
9606.ENSP00000399421	heart	CD36	c-7	smooth muscle cells	17106114.0	964.7
9606.ENSP00000399421	heart	CD36	c-6	mixed immune cells	9544156.0	342.2
9606.ENSP00000399421	heart	CD36	c-3	cardiomyocytes	85362196.0	300.0
9606.ENSP00000399421	heart	CD36	c-9	fibroblasts	17544967.0	214.7
9606.ENSP00000399421	placenta	CD36	c-4	hofbauer cells	18457991.0	1560.0
9606.ENSP00000399421	placenta	CD36	c-15	fibroblasts	3856519.0	403.2
9606.ENSP00000399421	placenta	CD36	c-17	endothelial cells	1521168.0	34.8
9606.ENSP00000399421	placenta	CD36	c-10	syncytiotrophoblasts	12568358.0	13.4
9606.ENSP00000399421	placenta	CD36	c-6	extravillous trophoblasts	42924496.0	13.3
9606.ENSP00000399421	placenta	CD36	c-11	cytotrophoblasts	9294964.0	11.3
9606.ENSP00000399421	spleen	CD36	c-5	macrophages	955802.0	377.7
9606.ENSP00000399421	spleen	CD36	c-2	t-cells	1548890.0	2.6
9606.ENSP00000399421	spleen	CD36	c-0	b-cells	2862754.0	2.4
9606.ENSP00000399421	spleen	CD36	c-3	plasma cells	5492639.0	0.4
9606.ENSP00000399457	brain	DDOST	c-42	oligodendrocyte precursor cells	1265946.0	24.5
9606.ENSP00000399457	brain	DDOST	c-37	oligodendrocytes	2228281.0	19.3
9606.ENSP00000399457	brain	DDOST	c-4	excitatory neurons	94683635.0	18.3
9606.ENSP00000399457	brain	DDOST	c-43	microglial cells	390440.0	17.9
9606.ENSP00000399457	brain	DDOST	c-38	inhibitory neurons	6521624.0	16.3
9606.ENSP00000399457	brain	DDOST	c-35	astrocytes	1538564.0	14.9
9606.ENSP00000399457	gastrointestinal tract					
9606.ENSP00000399457	intestine	DDOST	c-1	intestinal goblet cells	1438754.0	229.4
9606.ENSP00000399457	intestine	DDOST	c-13	undifferentiated cells	175867.0	227.4
9606.ENSP00000399457	intestine	DDOST	c-15	granulocytes	49461.0	141.5
9606.ENSP00000399457	intestine	DDOST	c-14	enteroendocrine cells	157206.0	139.9
9606.ENSP00000399457	intestine	DDOST	c-8	undifferentiated cells	2860965.0	129.7
9606.ENSP00000399457	intestine	DDOST	c-1	intestinal goblet cells	3656338.0	124.4
9606.ENSP00000399457	intestine	DDOST	c-12	b-cells	370114.0	124.3
9606.ENSP00000399457	intestine	DDOST	c-3	t-cells	1281402.0	124.1
9606.ENSP00000399457	intestine	DDOST	c-8	undifferentiated cells	3910510.0	108.2
9606.ENSP00000399457	intestine	DDOST	c-2	paneth cells	5929594.0	106.2
9606.ENSP00000399457	intestine	DDOST	c-9	intestinal goblet cells	2031351.0	102.9
9606.ENSP00000399457	intestine	DDOST	c-11	paneth cells	329372.0	78.9
9606.ENSP00000399457	intestine	DDOST	c-11	enteroendocrine cells	348970.0	77.4
9606.ENSP00000399457	intestine	DDOST	c-0	distal enterocytes	1954169.0	65.5
9606.ENSP00000399457	intestine	DDOST	c-9	distal enterocytes	3572261.0	62.7
9606.ENSP00000399457	intestine	DDOST	c-4	proximal enterocytes	6120888.0	55.2
9606.ENSP00000399457	intestine	DDOST	c-11	paneth cells	342270.0	35.1
9606.ENSP00000399457	lung	DDOST	c-13	smooth muscle cells	1075720.0	277.0
9606.ENSP00000399457	lung	DDOST	c-7	basal respiratory cells	5303186.0	185.9
9606.ENSP00000399457	lung	DDOST	c-3	club cells	7739077.0	149.2
9606.ENSP00000399457	lung	DDOST	c-9	endothelial cells	192094.0	140.6
9606.ENSP00000399457	lung	DDOST	c-3	t-cells	540980.0	134.9
9606.ENSP00000399457	lung	DDOST	c-0	macrophages	1636431.0	127.1
9606.ENSP00000399457	lung	DDOST	c-5	fibroblasts	738761.0	123.2
9606.ENSP00000399457	lung	DDOST	c-8	respiratory ciliated cells	474551.0	118.0
9606.ENSP00000399457	lung	DDOST	c-4	granulocytes	326433.0	116.4
9606.ENSP00000399457	lung	DDOST	c-10	respiratory ciliated cells	3091119.0	107.1
9606.ENSP00000399457	lung	DDOST	c-7	club cells	594656.0	104.3
9606.ENSP00000399457	lung	DDOST	c-15	ionocytes	378503.0	103.0
9606.ENSP00000399457	lung	DDOST	c-1	alveolar cells type 2	1202921.0	96.4
9606.ENSP00000399457	lung	DDOST	c-10	alveolar cells type 1	181256.0	60.7
9606.ENSP00000399457	placenta	DDOST	c-5	cytotrophoblasts	8066555.0	481.4
9606.ENSP00000399457	placenta	DDOST	c-18	fibroblasts	2005662.0	265.2
9606.ENSP00000399457	placenta	DDOST	c-10	syncytiotrophoblasts	12568358.0	255.6
9606.ENSP00000399457	placenta	DDOST	c-6	extravillous trophoblasts	42924496.0	200.7
9606.ENSP00000399457	placenta	DDOST	c-17	endothelial cells	1521168.0	148.6
9606.ENSP00000399457	placenta	DDOST	c-9	hofbauer cells	14611761.0	118.1
9606.ENSP00000399457	skin	DDOST	c-3	fibroblasts	4483483.0	98.8
9606.ENSP00000399457	skin	DDOST	c-13	melanocytes	558734.0	85.9
9606.ENSP00000399457	skin	DDOST	c-12	langerhans cells	788770.0	64.7
9606.ENSP00000399457	skin	DDOST	c-7	t-cells	2726851.0	62.0
9606.ENSP00000399457	skin	DDOST	c-11	endothelial cells	1344785.0	58.7
9606.ENSP00000399457	skin	DDOST	c-10	smooth muscle cells	874801.0	53.7
9606.ENSP00000399457	skin	DDOST	c-5	basal keratinocytes	9562322.0	39.4
9606.ENSP00000399457	skin	DDOST	c-6	suprabasal keratinocytes	9007898.0	37.7
9606.ENSP00000399457	urogenital system					
9606.ENSP00000399485	brain	LY6H	c-20	excitatory neurons	33072787.0	145.9
9606.ENSP00000399485	brain	LY6H	c-38	inhibitory neurons	6521624.0	110.2
9606.ENSP00000399485	brain	LY6H	c-43	microglial cells	390440.0	35.9
9606.ENSP00000399485	brain	LY6H	c-42	oligodendrocyte precursor cells	1265946.0	35.5
9606.ENSP00000399485	brain	LY6H	c-35	astrocytes	1538564.0	18.2
9606.ENSP00000399485	brain	LY6H	c-12	oligodendrocytes	8026745.0	8.5
9606.ENSP00000399511	brain	TNIK	c-35	astrocytes	1538564.0	2139.0
9606.ENSP00000399511	brain	TNIK	c-34	excitatory neurons	17602640.0	818.7
9606.ENSP00000399511	brain	TNIK	c-15	inhibitory neurons	19261792.0	780.2
9606.ENSP00000399511	brain	TNIK	c-42	oligodendrocyte precursor cells	1265946.0	588.5
9606.ENSP00000399511	brain	TNIK	c-12	oligodendrocytes	8026745.0	313.6
9606.ENSP00000399511	brain	TNIK	c-43	microglial cells	390440.0	156.2
9606.ENSP00000399709	brain	BEST1	c-12	oligodendrocytes	8026745.0	63.4
9606.ENSP00000399709	brain	BEST1	c-42	oligodendrocyte precursor cells	1265946.0	26.9
9606.ENSP00000399709	brain	BEST1	c-35	astrocytes	1538564.0	18.2
9606.ENSP00000399709	brain	BEST1	c-44	excitatory neurons	1529825.0	7.2
9606.ENSP00000399709	brain	BEST1	c-43	microglial cells	390440.0	2.6
9606.ENSP00000399709	brain	BEST1	c-38	inhibitory neurons	6521624.0	1.4
9606.ENSP00000399709	eye	BEST1	c-2	rod photoreceptor cells	1211994.0	33.8
9606.ENSP00000399709	eye	BEST1	c-13	endothelial cells	747331.0	14.7
9606.ENSP00000399709	eye	BEST1	c-6	muller glia cells	4230094.0	13.2
9606.ENSP00000399709	eye	BEST1	c-10	bipolar cells	484698.0	8.3
9606.ENSP00000400142	blood					
9606.ENSP00000400142	brain	EWSR1	c-35	astrocytes	1538564.0	136.5
9606.ENSP00000400142	brain	EWSR1	c-43	microglial cells	390440.0	130.6
9606.ENSP00000400142	brain	EWSR1	c-44	excitatory neurons	1529825.0	108.5
9606.ENSP00000400142	brain	EWSR1	c-26	inhibitory neurons	14766772.0	97.9
9606.ENSP00000400142	brain	EWSR1	c-12	oligodendrocytes	8026745.0	96.4
9606.ENSP00000400142	brain	EWSR1	c-42	oligodendrocyte precursor cells	1265946.0	78.2
9606.ENSP00000400142	eye	EWSR1	c-12	horizontal cells	223503.0	219.2
9606.ENSP00000400142	eye	EWSR1	c-11	cone photoreceptor cells	181322.0	198.5
9606.ENSP00000400142	eye	EWSR1	c-8	bipolar cells	840964.0	181.9
9606.ENSP00000400142	eye	EWSR1	c-4	rod photoreceptor cells	1167117.0	177.4
9606.ENSP00000400142	eye	EWSR1	c-7	muller glia cells	3614296.0	133.1
9606.ENSP00000400142	eye	EWSR1	c-13	endothelial cells	747331.0	64.2
9606.ENSP00000400142	gastrointestinal tract					
9606.ENSP00000400142	intestine	EWSR1	c-15	granulocytes	49461.0	262.8
9606.ENSP00000400142	intestine	EWSR1	c-12	b-cells	370114.0	194.5
9606.ENSP00000400142	intestine	EWSR1	c-3	t-cells	1281402.0	190.4
9606.ENSP00000400142	intestine	EWSR1	c-13	undifferentiated cells	175867.0	187.6
9606.ENSP00000400142	intestine	EWSR1	c-5	distal enterocytes	995778.0	180.8
9606.ENSP00000400142	intestine	EWSR1	c-1	intestinal goblet cells	1438754.0	159.9
9606.ENSP00000400142	intestine	EWSR1	c-14	enteroendocrine cells	157206.0	146.3
9606.ENSP00000400142	intestine	EWSR1	c-11	paneth cells	342270.0	125.6
9606.ENSP00000400142	intestine	EWSR1	c-11	enteroendocrine cells	348970.0	94.6
9606.ENSP00000400142	intestine	EWSR1	c-7	undifferentiated cells	4952009.0	94.3
9606.ENSP00000400142	intestine	EWSR1	c-9	intestinal goblet cells	2031351.0	85.2
9606.ENSP00000400142	intestine	EWSR1	c-11	paneth cells	329372.0	82.0
9606.ENSP00000400142	intestine	EWSR1	c-6	undifferentiated cells	7961100.0	76.1
9606.ENSP00000400142	intestine	EWSR1	c-2	paneth cells	5929594.0	61.2
9606.ENSP00000400142	intestine	EWSR1	c-4	intestinal goblet cells	8061340.0	58.4
9606.ENSP00000400142	intestine	EWSR1	c-6	proximal enterocytes	2251272.0	56.4
9606.ENSP00000400142	intestine	EWSR1	c-9	distal enterocytes	3572261.0	54.0
9606.ENSP00000400142	kidney	EWSR1	c-13	b-cells	240783.0	103.8
9606.ENSP00000400142	kidney	EWSR1	c-12	collecting duct cells	369870.0	94.6
9606.ENSP00000400142	kidney	EWSR1	c-7	t-cells	1734364.0	79.6
9606.ENSP00000400142	kidney	EWSR1	c-5	proximal tubular cells	3408183.0	74.8
9606.ENSP00000400142	kidney	EWSR1	c-9	macrophages	1789589.0	69.3
9606.ENSP00000400142	kidney	EWSR1	c-11	distal tubular cells	549908.0	61.8
9606.ENSP00000400142	liver	EWSR1	c-15	t-cells	707627.0	104.6
9606.ENSP00000400142	liver	EWSR1	c-14	cholangiocytes	598450.0	101.9
9606.ENSP00000400142	liver	EWSR1	c-4	hepatic stellate cells	2530769.0	79.4
9606.ENSP00000400142	liver	EWSR1	c-9	kupffer cells	1347380.0	72.7
9606.ENSP00000400142	liver	EWSR1	c-6	b-cells	3450795.0	62.6
9606.ENSP00000400142	liver	EWSR1	c-12	endothelial cells	983671.0	54.9
9606.ENSP00000400142	liver	EWSR1	c-7	hepatocytes	3286610.0	41.7
9606.ENSP00000400142	liver	EWSR1	c-16	erythroid cells	636896.0	23.6
9606.ENSP00000400142	lung	EWSR1	c-13	smooth muscle cells	1075720.0	349.5
9606.ENSP00000400142	lung	EWSR1	c-3	t-cells	540980.0	253.2
9606.ENSP00000400142	lung	EWSR1	c-8	respiratory ciliated cells	474551.0	196.0
9606.ENSP00000400142	lung	EWSR1	c-15	ionocytes	378503.0	177.0
9606.ENSP00000400142	lung	EWSR1	c-6	alveolar cells type 2	288663.0	176.7
9606.ENSP00000400142	lung	EWSR1	c-10	alveolar cells type 1	181256.0	176.5
9606.ENSP00000400142	lung	EWSR1	c-7	basal respiratory cells	5303186.0	166.9
9606.ENSP00000400142	lung	EWSR1	c-4	granulocytes	326433.0	153.2
9606.ENSP00000400142	lung	EWSR1	c-7	club cells	594656.0	151.3
9606.ENSP00000400142	lung	EWSR1	c-3	club cells	7739077.0	147.8
9606.ENSP00000400142	lung	EWSR1	c-10	respiratory ciliated cells	3091119.0	146.5
9606.ENSP00000400142	lung	EWSR1	c-9	endothelial cells	192094.0	145.8
9606.ENSP00000400142	lung	EWSR1	c-2	macrophages	757374.0	132.0
9606.ENSP00000400142	lung	EWSR1	c-5	fibroblasts	738761.0	94.8
9606.ENSP00000400142	muscle					
9606.ENSP00000400142	placenta	EWSR1	c-8	cytotrophoblasts	20899990.0	166.9
9606.ENSP00000400142	placenta	EWSR1	c-16	fibroblasts	4848828.0	131.4
9606.ENSP00000400142	placenta	EWSR1	c-12	extravillous trophoblasts	24674055.0	114.1
9606.ENSP00000400142	placenta	EWSR1	c-10	syncytiotrophoblasts	12568358.0	111.4
9606.ENSP00000400142	placenta	EWSR1	c-17	endothelial cells	1521168.0	94.0
9606.ENSP00000400142	placenta	EWSR1	c-4	hofbauer cells	18457991.0	90.1
9606.ENSP00000400142	skin	EWSR1	c-12	langerhans cells	788770.0	101.4
9606.ENSP00000400142	skin	EWSR1	c-10	smooth muscle cells	874801.0	96.0
9606.ENSP00000400142	skin	EWSR1	c-9	fibroblasts	1766992.0	91.1
9606.ENSP00000400142	skin	EWSR1	c-11	endothelial cells	1344785.0	84.8
9606.ENSP00000400142	skin	EWSR1	c-13	melanocytes	558734.0	82.3
9606.ENSP00000400142	skin	EWSR1	c-7	t-cells	2726851.0	70.8
9606.ENSP00000400142	skin	EWSR1	c-5	basal keratinocytes	9562322.0	54.5
9606.ENSP00000400142	skin	EWSR1	c-6	suprabasal keratinocytes	9007898.0	41.2
9606.ENSP00000400142	urogenital system					
9606.ENSP00000400175	blood					
9606.ENSP00000400175	brain	RHOA	c-43	microglial cells	390440.0	143.4
9606.ENSP00000400175	brain	RHOA	c-12	oligodendrocytes	8026745.0	75.0
9606.ENSP00000400175	brain	RHOA	c-14	inhibitory neurons	23790383.0	54.1
9606.ENSP00000400175	brain	RHOA	c-2	excitatory neurons	74197620.0	47.0
9606.ENSP00000400175	brain	RHOA	c-35	astrocytes	1538564.0	40.9
9606.ENSP00000400175	brain	RHOA	c-42	oligodendrocyte precursor cells	1265946.0	38.7
9606.ENSP00000400175	eye	RHOA	c-13	endothelial cells	747331.0	517.8
9606.ENSP00000400175	eye	RHOA	c-1	muller glia cells	3048953.0	342.1
